1,1,116.21,331.55,152.53000000000003,65.37,1,1,1.0
1,2,209.66,241.84,96.61999999999998,58.95000000000002,1,1,1.0
1,3,727.96,264.77,81.05999999999995,42.56999999999999,1,1,1.0
2,1,90.01,333.18,152.52999999999997,65.37,1,1,1.0
2,2,206.38,241.02,96.62,58.95000000000002,1,1,1.0
2,3,714.86,264.76,81.05999999999995,42.579999999999984,1,1,1.0
3,1,62.17,336.46,152.52999999999997,65.37,1,1,1.0
3,2,206.36,241.02,96.61000000000001,58.95000000000002,1,1,1.0
3,3,701.75,274.59,81.07000000000005,42.58000000000004,1,1,1.0
4,1,46.61,339.73,152.52999999999997,65.37,1,1,1.0
4,2,206.33,241.02,96.61999999999998,58.95000000000002,1,1,1.0
4,3,689.47,271.32,81.05999999999995,42.56999999999999,1,1,1.0
5,1,19.59,345.47,152.53,65.35999999999996,1,1,1.0
5,2,206.3,241.02,96.62,58.95000000000002,1,1,1.0
5,3,676.37,272.95,81.05999999999995,42.579999999999984,1,1,1.0
6,1,0.0,348.74,150.83,65.37,1,1,1.0
6,2,206.27,241.02,96.61999999999998,58.95000000000002,1,1,1.0
6,3,663.27,274.59,81.06000000000006,42.58000000000004,1,1,1.0
7,1,0.0,354.47,121.35,65.36999999999995,1,1,1.0
7,2,206.25,241.02,96.61000000000001,58.95000000000002,1,1,1.0
7,3,648.94,276.64,81.05999999999995,42.56999999999999,1,1,1.0
8,1,0.0,356.93,101.29,65.37,1,1,1.0
8,2,206.22,241.02,96.61999999999998,58.95000000000002,1,1,1.0
8,3,634.61,278.68,81.05999999999995,42.579999999999984,1,1,1.0
9,1,0.0,359.39,81.23,65.36000000000001,1,1,1.0
9,2,206.19,241.02,96.62,58.95000000000002,1,1,1.0
9,3,619.33,279.78,85.14999999999998,45.04000000000002,1,1,1.0
10,1,0.0,362.66,59.95,65.36999999999995,1,1,1.0
10,2,206.16,241.02,96.61999999999998,58.95000000000002,1,1,1.0
10,3,604.05,280.87,89.24000000000001,47.5,1,1,1.0
11,2,206.14,241.02,96.61000000000001,58.95000000000002,1,1,1.0
11,3,588.77,281.96,93.33000000000004,49.960000000000036,1,1,1.0
12,2,206.11,241.02,96.62,58.95000000000002,1,1,1.0
12,3,568.3,286.05,93.33000000000004,49.96999999999997,1,1,1.0
13,2,206.08,241.02,96.61999999999998,58.95000000000002,1,1,1.0
13,3,551.86,286.05,93.33000000000004,49.96999999999997,1,1,1.0
14,2,206.05,241.02,96.62,58.95000000000002,1,1,1.0
14,3,533.22,286.05,93.33999999999992,49.96999999999997,1,1,1.0
15,2,206.03,241.02,96.60999999999999,58.95000000000002,1,1,1.0
15,3,523.36,290.44,93.33000000000004,49.95999999999998,1,1,1.0
16,2,206.0,241.02,96.62,58.95000000000002,1,1,1.0
16,3,512.4,295.92,93.33000000000004,49.95999999999998,1,1,1.0
17,2,205.97,241.02,96.61999999999998,58.95000000000002,1,1,1.0
17,3,489.38,300.3,93.33000000000004,49.96999999999997,1,1,1.0
18,2,205.94,241.02,96.62,58.95000000000002,1,1,1.0
18,3,469.65,303.59,93.33000000000004,49.97000000000003,1,1,1.0
19,2,205.92,241.02,96.60999999999999,58.95000000000002,1,1,1.0
19,3,452.11,306.88,93.33000000000004,49.97000000000003,1,1,1.0
20,2,205.89,241.02,96.61000000000001,58.95000000000002,1,1,1.0
20,3,437.86,309.07,93.33000000000004,49.97000000000003,1,1,1.0
21,2,205.86,241.02,96.62,58.95000000000002,1,1,1.0
21,3,418.13,307.98,104.29999999999995,52.139999999999986,1,1,1.0
22,2,205.83,241.02,96.61999999999998,58.95000000000002,1,1,1.0
22,3,403.88,311.27,104.30000000000001,52.129999999999995,1,1,1.0
23,2,205.8,241.02,96.62,58.95000000000002,1,1,1.0
23,3,383.05,313.46,104.30000000000001,52.14000000000004,1,1,1.0
24,2,205.78,241.02,96.60999999999999,58.95000000000002,1,1,1.0
24,3,362.22,311.27,114.14999999999998,66.34000000000003,1,1,1.0
25,2,205.75,241.02,96.62,58.95000000000002,1,1,1.0
25,3,345.78,315.65,114.15000000000003,66.34000000000003,1,1,1.0
26,2,205.72,241.02,96.61999999999998,58.95000000000002,1,1,1.0
26,3,326.05,317.84,114.14999999999998,66.34000000000003,1,1,1.0
27,2,205.69,241.02,96.62,58.95000000000002,1,1,1.0
27,3,310.71,323.32,114.15000000000003,66.35000000000002,1,1,1.0
28,2,205.67,241.02,96.60999999999999,58.95000000000002,1,1,1.0
28,3,288.78,325.52,114.15000000000003,66.34000000000003,1,1,1.0
29,2,205.64,241.02,96.62,58.95000000000002,1,1,1.0
29,3,263.57,333.19,114.15000000000003,66.33999999999997,1,1,1.0
30,2,205.61,241.02,96.62,58.95000000000002,1,1,1.0
30,3,248.23,336.48,114.15,66.33999999999997,1,1,1.0
31,2,205.58,241.02,96.61999999999998,58.95000000000002,1,1,1.0
31,3,230.69,340.86,114.14999999999998,66.33999999999997,1,1,1.0
32,2,205.56,241.02,96.61000000000001,58.95000000000002,1,1,1.0
32,3,208.77,340.86,114.15,66.33999999999997,1,1,1.0
33,2,205.53,241.02,96.61999999999998,58.95000000000002,1,1,1.0
33,3,183.56,348.53,114.14999999999998,66.35000000000002,1,1,1.0
34,2,205.5,241.02,96.62,58.95000000000002,1,1,1.0
34,3,146.29,352.92,134.96,66.33999999999997,1,1,1.0
35,2,205.47,241.02,96.61999999999998,58.95000000000002,1,1,1.0
35,3,130.94,358.4,134.95999999999998,66.34000000000003,1,1,1.0
36,2,205.45,241.02,96.61000000000001,58.95000000000002,1,1,1.0
36,3,106.83,362.79,134.95999999999998,66.33999999999997,1,1,1.0
37,2,205.42,241.02,96.62000000000003,58.95000000000002,1,1,1.0
37,3,81.62,366.07,134.96,66.35000000000002,1,1,1.0
38,2,205.39,241.02,96.62,58.95000000000002,1,1,1.0
38,3,42.16,366.07,146.97,76.25,1,1,1.0
39,2,205.36,241.02,96.62,58.95000000000002,1,1,1.0
39,3,27.91,372.65,146.97,76.25,1,1,1.0
40,2,205.33,241.02,96.61999999999998,58.95000000000002,1,1,1.0
40,3,7.08,375.94,146.97,76.25,1,1,1.0
41,2,205.31,241.02,96.61000000000001,58.95000000000002,1,1,1.0
41,3,1.1,380.32,135.42000000000002,76.25,1,1,1.0
42,2,205.28,241.02,96.61999999999998,58.95000000000002,1,1,1.0
42,3,0.0,384.71,98.15,89.39000000000004,1,1,1.0
43,2,205.25,241.02,96.62,58.95000000000002,1,1,1.0
43,3,0.0,386.9,80.61,89.40000000000003,1,1,1.0
44,2,205.22,241.02,96.61999999999998,58.95000000000002,1,1,1.0
44,3,0.0,390.19,60.88,89.38999999999999,1,1,1.0
