1,1,56.2,50.04,115.49999999999999,79.9,1,1,1.0
1,2,91.97,0.0,222.4,67.09,1,1,1.0
1,3,314.01,0.0,403.91999999999996,121.86,1,1,1.0
2,1,35.24,46.4,115.5,79.89000000000001,1,1,1.0
2,2,92.2,0.02,222.40000000000003,67.09,1,1,1.0
2,3,309.79,0.0,403.92,119.75,1,1,1.0
3,1,18.7,49.55,115.49999999999999,79.89,1,1,1.0
3,2,92.43,0.04,222.40999999999997,67.08999999999999,1,1,1.0
3,3,305.58,0.0,403.91,117.64,1,1,1.0
4,1,2.15,44.03,115.5,79.9,1,1,1.0
4,2,92.67,0.06,222.39999999999998,67.09,1,1,1.0
4,3,303.47,0.0,403.90999999999997,114.48,1,1,1.0
5,1,0.0,34.58,98.75,79.89,1,1,1.0
5,2,92.9,0.08,222.4,67.09,1,1,1.0
5,3,303.75,0.0,403.91999999999996,114.48,1,1,1.0
6,1,0.0,31.43,80.63,79.88999999999999,1,1,1.0
6,2,93.13,0.11,222.39999999999998,67.08,1,1,1.0
6,3,304.03,0.0,403.9200000000001,114.48,1,1,1.0
7,1,0.0,26.7,60.15,79.89999999999999,1,1,1.0
7,2,93.36,0.13,222.40999999999997,67.08,1,1,1.0
7,3,304.31,0.0,403.92,114.48,1,1,1.0
8,1,0.0,26.7,45.18,79.89999999999999,1,1,1.0
8,2,93.6,0.15,222.4,67.08,1,1,1.0
8,3,304.6,0.0,403.90999999999997,114.48,1,1,1.0
9,1,0.0,26.7,29.42,79.89999999999999,1,1,1.0
9,2,93.83,0.17,222.40000000000003,67.08,1,1,1.0
9,3,304.88,0.0,403.90999999999997,114.48,1,1,1.0
10,1,0.0,20.4,15.24,79.89000000000001,1,1,1.0
10,2,94.06,0.19,222.39999999999998,67.09,1,1,1.0
10,3,304.95,0.0,403.92,113.91,1,1,1.0
10,4,914.43,172.37,45.57000000000005,107.30000000000001,1,1,1.0
11,2,94.29,0.21,222.40999999999997,67.09,1,1,1.0
11,3,305.02,0.0,403.9200000000001,113.35,1,1,1.0
11,4,872.1,172.37,87.89999999999998,107.30000000000001,1,1,1.0
12,2,94.53,0.23,222.4,67.08999999999999,1,1,1.0
12,3,305.09,0.0,403.92,112.79,1,1,1.0
12,4,821.3,172.37,138.70000000000005,107.30000000000001,1,1,1.0
13,2,94.76,0.25,222.40000000000003,67.09,1,1,1.0
13,3,305.16,0.0,403.92,112.22,1,1,1.0
13,4,788.8,172.37,171.20000000000005,107.30000000000001,1,1,1.0
14,2,94.99,0.27,222.39999999999998,67.09,1,1,1.0
14,3,305.23,0.0,403.91999999999996,111.66,1,1,1.0
14,4,747.86,145.54,212.14,127.06000000000003,1,1,1.0
15,2,95.23,0.3,222.39999999999998,67.08,1,1,1.0
15,3,305.3,0.0,403.92,111.09,1,1,1.0
15,4,704.1,145.54,255.89999999999998,127.06000000000003,1,1,1.0
15,5,0.0,152.6,39.09,110.13000000000002,1,1,1.0
